"","occupation","y1619","y2024","y2534","y3544","y4554","y5564","y65plus","medianage","totalemp","womenpct","whitepct","blackpct","asianpct","hispanicpct","totalempfull","medianwagefull","soccode","soctitle","isco","iscotitle","Title","description_1d","description_4d","mean_score","mean_exposure_level","SD","potential","plus55pct","mean_score100","highexposure"
"278","Nursing assistants",68,222,270,279,239,208,83,39.7,1369,88.6,54.4,35.6,5.3,15.7,971,755,"31-1014","Nursing Assistants",5321,"Health care assistants","Health Care Assistants","Service and sales workers","Health care assistants",0.1,"Very low",0,"Other occupations",21.2563915266618,10,0
"279","Orderlies and psychiatric aides",3,10,21,10,5,13,4,37.1,66,59,65.7,29.1,4.6,16.4,41,NA,NA,NA,5329,NA,"Personal Care Workers in Health Services Not Elsewhere Classified","Service and sales workers","Personal care workers in health services not elsewhere classified",0.12,"Very low",0.04,"Other occupations",25.7575757575758,12,0
"280","Occupational therapy assistants and aides",1,2,7,9,3,1,1,NA,24,NA,NA,NA,NA,NA,16,NA,NA,NA,3259,NA,"Health Associate Professionals Not Elsewhere Classified","Technicians and associate professionals","Health associate professionals not elsewhere classified",0.26,"Low",0.17,"Other occupations",8.33333333333333,26,0
"281","Physical therapist assistants and aides",3,22,35,15,10,13,1,31.6,99,63.9,86.6,3.6,6,12.2,64,951,NA,NA,3255,NA,"Physiotherapy Technicians and Assistants","Technicians and associate professionals","Physiotherapy technicians and assistants",0.17,"Very low",0.05,"Other occupations",14.1414141414141,17,0
"282","Massage therapists",0,6,31,38,49,36,12,46.5,171,84.4,80.9,5.9,9.7,10.3,47,NA,"31-9011","Massage Therapists",3255,"Physiotherapy technicians and assistants","Physiotherapy Technicians and Assistants","Technicians and associate professionals","Physiotherapy technicians and assistants",0.17,"Very low",0.05,"Other occupations",27.906976744186,17,0
"283","Dental assistants",11,65,91,58,38,25,6,32.6,293,91.8,76.4,9.4,7.6,30.5,206,819,"31-9091","Dental Assistants",3251,"Dental assistants and therapists","Dental Assistants and Therapists","Technicians and associate professionals","Dental assistants and therapists",0.16,"Very low",0.1,"Other occupations",10.5442176870748,16,0
"284","Dental assistants",11,65,91,58,38,25,6,32.6,293,91.8,76.4,9.4,7.6,30.5,206,819,"31-9091","Dental Assistants",5329,"Personal care workers in health services not elsewhere classified","Personal Care Workers in Health Services Not Elsewhere Classified","Service and sales workers","Personal care workers in health services not elsewhere classified",0.12,"Very low",0.04,"Other occupations",10.5442176870748,12,0
"285","Medical assistants",5,95,207,150,104,59,11,35.4,630,90.7,71.6,21,4.7,31.9,539,792,"31-9092","Medical Assistants",3256,"Medical assistants","Medical Assistants","Technicians and associate professionals","Medical assistants",0.38,"Low",0.27,"Augmentation potential",11.0935023771791,38,0
"286","Medical transcriptionists",0,17,15,5,2,4,2,NA,45,NA,NA,NA,NA,NA,23,NA,"31-9094","Medical Transcriptionists",3344,"Medical secretaries","Medical Secretaries","Technicians and associate professionals","Medical secretaries",0.61,"Medium",0.2,"Other occupations",13.3333333333333,61,1
"287","Pharmacy aides",1,8,16,3,7,1,0,NA,36,NA,NA,NA,NA,NA,31,NA,"31-9095","Pharmacy Aides",5329,"Personal care workers in health services not elsewhere classified","Personal Care Workers in Health Services Not Elsewhere Classified","Service and sales workers","Personal care workers in health services not elsewhere classified",0.12,"Very low",0.04,"Other occupations",2.77777777777778,12,0
"288","Veterinary assistants and laboratory animal caretakers",3,22,21,4,6,4,1,28.8,62,80.4,88.3,6.4,1.5,27.3,35,NA,"31-9096","Veterinary Assistants and Laboratory Animal Caretakers",3240,"Veterinary technicians and assistants","Veterinary Technicians and Assistants","Technicians and associate professionals","Veterinary technicians and assistants",0.12,"Very low",0.06,"Other occupations",8.19672131147541,12,0
"289","Veterinary assistants and laboratory animal caretakers",3,22,21,4,6,4,1,28.8,62,80.4,88.3,6.4,1.5,27.3,35,NA,"31-9096","Veterinary Assistants and Laboratory Animal Caretakers",5164,"Pet groomers and animal care workers","Pet Groomers and Animal Care Workers","Service and sales workers","Pet groomers and animal care workers",0.16,"Very low",0.13,"Other occupations",8.19672131147541,16,0
"290","Phlebotomists",3,22,23,22,21,15,4,37,110,90.4,58.9,30.6,3.3,18.7,81,738,"31-9097","Phlebotomists",5329,"Personal care workers in health services not elsewhere classified","Personal Care Workers in Health Services Not Elsewhere Classified","Service and sales workers","Personal care workers in health services not elsewhere classified",0.12,"Very low",0.04,"Other occupations",17.2727272727273,12,0
"291","Other healthcare support workers",9,30,47,47,44,39,12,40.1,227,67.5,60.8,23.4,10,13.9,169,893,NA,NA,3259,NA,"Health Associate Professionals Not Elsewhere Classified","Technicians and associate professionals","Health associate professionals not elsewhere classified",0.26,"Low",0.17,"Other occupations",22.3684210526316,26,0
"292","First-line supervisors of correctional officers",0,0,8,7,18,10,1,NA,43,NA,NA,NA,NA,NA,40,NA,"33-1011","First-Line Supervisors of Correctional Officers",5413,"Prison guards","Prison Guards","Service and sales workers","Prison guards",0.13,"Very low",0.08,"Other occupations",25,13,0
"293","First-line supervisors of police and detectives",0,0,8,33,40,21,6,46.7,108,12.8,78.3,16.3,0.3,17.6,102,1859,"33-1012","First-Line Supervisors of Police and Detectives",3351,"Customs and border inspectors","Customs and Border Inspectors","Technicians and associate professionals","Customs and border inspectors",0.32,"Low",0.27,"Augmentation potential",25,32,0
"294","First-line supervisors of police and detectives",0,0,8,33,40,21,6,46.7,108,12.8,78.3,16.3,0.3,17.6,102,1859,"33-1012","First-Line Supervisors of Police and Detectives",3355,"Police inspectors and detectives","Police Inspectors and Detectives","Technicians and associate professionals","Police inspectors and detectives",0.2,"Very low",0.11,"Other occupations",25,20,0
"295","First-line supervisors of police and detectives",0,0,8,33,40,21,6,46.7,108,12.8,78.3,16.3,0.3,17.6,102,1859,"33-1012","First-Line Supervisors of Police and Detectives",5412,"Police officers","Police Officers","Service and sales workers","Police officers",0.15,"Very low",0.06,"Other occupations",25,15,0
"296","First-line supervisors of firefighting and prevention workers",0,0,2,12,31,6,2,51.6,52,6.4,83.7,11,0,3.8,46,NA,NA,NA,5411,NA,"Fire Fighters","Service and sales workers","Fire-fighters",0.21,"Very low",0.24,"Other occupations",15.0943396226415,21,0
"297","First-line supervisors of security workers",0,0,15,17,19,11,7,44.6,70,29,62.6,28,2.1,10.6,67,1200,NA,NA,5414,NA,"Security Guards","Service and sales workers","Security guards",0.17,"Very low",0.1,"Other occupations",26.0869565217391,17,0
"298","First-line supervisors of protective service workers, all other",0,0,0,0,0,2,0,NA,2,NA,NA,NA,NA,NA,0,NA,"33-1099","First-Line Supervisors of Protective Service Workers, All Other",5414,"Security guards","Security Guards","Service and sales workers","Security guards",0.17,"Very low",0.1,"Other occupations",100,17,0
"299","First-line supervisors of protective service workers, all other",0,0,0,0,0,2,0,NA,2,NA,NA,NA,NA,NA,0,NA,"33-1099","First-Line Supervisors of Protective Service Workers, All Other",5419,"Protective services workers not elsewhere classified","Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",100,21,0
"300","Firefighters",6,28,104,80,65,10,5,37.4,298,6.2,83.2,9.8,3.4,15.4,275,1438,"33-2011","Firefighters",5411,"Fire-fighters","Fire Fighters","Service and sales workers","Fire-fighters",0.21,"Very low",0.24,"Other occupations",5.03355704697987,21,0
"301","Fire inspectors",2,4,5,5,2,2,1,NA,21,NA,NA,NA,NA,NA,17,NA,NA,NA,3112,NA,"Civil Engineering Technicians","Technicians and associate professionals","Civil engineering technicians",0.31,"Low",0.12,"Other occupations",14.2857142857143,31,0
"302","Bailiffs",0,0,6,5,2,3,3,NA,21,NA,NA,NA,NA,NA,14,NA,"33-3011","Bailiffs",3411,"Legal and related associate professionals","Legal and Related Associate Professionals","Technicians and associate professionals","Legal and related associate professionals",0.39,"Low",0.2,"Augmentation potential",31.5789473684211,39,0
"303","Correctional officers and jailers",9,29,105,73,62,29,12,39.5,319,32.5,66.8,27.1,1.8,15.8,295,990,"33-3012","Correctional Officers and Jailers",5413,"Prison guards","Prison Guards","Service and sales workers","Prison guards",0.13,"Very low",0.08,"Other occupations",12.8526645768025,13,0
"304","Detectives and criminal investigators",0,1,32,55,42,15,5,43,151,32.9,80.6,10.7,1.7,9.8,152,1800,"33-3021","Detectives and Criminal Investigators",3355,"Police inspectors and detectives","Police Inspectors and Detectives","Technicians and associate professionals","Police inspectors and detectives",0.2,"Very low",0.11,"Other occupations",13.3333333333333,20,0
"305","Fish and game wardens",0,0,0,2,1,4,1,NA,8,NA,NA,NA,NA,NA,7,NA,"33-3031","Fish and Game Wardens",5419,"Protective services workers not elsewhere classified","Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",62.5,21,0
"306","Parking enforcement workers",0,1,1,2,0,1,0,NA,5,NA,NA,NA,NA,NA,3,NA,"33-3041","Parking Enforcement Workers",5419,"Protective services workers not elsewhere classified","Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",20,21,0
"307","Police officers",1,41,216,190,132,73,26,40.6,678,14.2,79.4,14.4,3.2,19.6,624,1458,NA,NA,5412,NA,"Police Officers","Service and sales workers","Police officers",0.15,"Very low",0.06,"Other occupations",14.580265095729,15,0
"308","Animal control workers",0,0,0,0,0,0,1,NA,2,NA,NA,NA,NA,NA,1,NA,"33-9011","Animal Control Workers",5419,"Protective services workers not elsewhere classified","Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",100,21,0
"309","Private detectives and investigators",1,5,26,29,35,21,8,45.6,126,42.9,71.9,21.8,2.7,12.1,116,1307,"33-9021","Private Detectives and Investigators",3411,"Legal and related associate professionals","Legal and Related Associate Professionals","Technicians and associate professionals","Legal and related associate professionals",0.39,"Low",0.2,"Augmentation potential",23.2,39,0
"310","Security guards and gambling surveillance officers",18,114,243,159,123,148,90,41.3,894,27,54.5,34.9,4.8,20.3,735,768,NA,NA,5414,NA,"Security Guards","Service and sales workers","Security guards",0.17,"Very low",0.1,"Other occupations",26.5921787709497,17,0
"311","Crossing guards and flaggers",2,4,7,8,7,10,19,53.7,56,45.5,75.9,16.1,5.8,21.5,26,NA,NA,NA,5419,NA,"Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",50.8771929824561,21,0
"312","Transportation security screeners",1,1,9,9,12,3,5,NA,40,NA,NA,NA,NA,NA,41,NA,"33-9093","Transportation Security Screeners",5414,"Security guards","Security Guards","Service and sales workers","Security guards",0.17,"Very low",0.1,"Other occupations",20,17,0
"313","School bus monitors",2,2,7,5,0,9,5,NA,30,NA,NA,NA,NA,NA,4,NA,NA,NA,5419,NA,"Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",46.6666666666667,21,0
"314","Other protective service workers",112,36,16,5,11,3,3,21.2,185,50.3,82.3,5.9,2.9,17.9,56,813,NA,NA,5419,NA,"Protective Services Workers Not Elsewhere Classified","Service and sales workers","Protective services workers not elsewhere classified",0.21,"Very low",0.09,"Other occupations",3.2258064516129,21,0
"315","Chefs and head cooks",9,47,139,132,108,63,18,40.4,515,21.6,57.2,17.7,18.3,25.1,437,863,"35-1011","Chefs and Head Cooks",3434,"Chefs","Chefs","Technicians and associate professionals","Chefs",0.26,"Low",0.16,"Other occupations",15.6976744186047,26,0
"316","First-line supervisors of food preparation and serving workers",25,89,119,99,75,61,17,36.1,486,56.8,76.1,16.2,3.5,21.2,331,817,"35-1012","First-Line Supervisors of Food Preparation and Serving Workers",3434,"Chefs","Chefs","Technicians and associate professionals","Chefs",0.26,"Low",0.16,"Other occupations",16.0824742268041,26,0
"317","First-line supervisors of food preparation and serving workers",25,89,119,99,75,61,17,36.1,486,56.8,76.1,16.2,3.5,21.2,331,817,"35-1012","First-Line Supervisors of Food Preparation and Serving Workers",5120,"Cooks","Cooks","Service and sales workers","Cooks",0.19,"Very low",0.18,"Other occupations",16.0824742268041,19,0
"318","Cooks",279,313,401,373,326,217,97,35.6,2005,42.5,71.3,16.4,6.2,41,1230,671,NA,NA,5120,NA,"Cooks","Service and sales workers","Cooks",0.19,"Very low",0.18,"Other occupations",15.6530408773679,19,0
"319","Food preparation workers",186,147,141,124,117,127,53,32,895,58.5,73.7,15,5.9,33.2,472,648,"35-2021","Food Preparation Workers",9412,"Kitchen helpers","Kitchen Helpers","Elementary occupations","Kitchen helpers",0.08,"Very low",0.03,"Other occupations",20.1117318435754,8,0
"320","Bartenders",9,83,169,102,47,24,15,32.5,450,54.3,83.9,8.2,2,21.5,250,764,"35-3011","Bartenders",5132,"Bartenders","Bartenders","Service and sales workers","Bartenders",0.22,"Very low",0.15,"Other occupations",8.68596881959911,22,0
"321","Fast food and counter workers",281,292,142,56,25,25,10,22.2,831,66.6,74.7,13.9,5.2,22.8,263,623,NA,NA,5246,NA,"Food Service Counter Attendants","Service and sales workers","Food service counter attendants",0.19,"Very low",0.23,"Other occupations",4.21179302045728,19,0
"322","Waiters and waitresses",360,517,410,213,134,106,46,25.9,1786,67.8,76.6,9.5,7.4,27.5,752,664,"35-3031","Waiters and Waitresses",5131,"Waiters","Waiters","Service and sales workers","Waiters",0.32,"Low",0.26,"Augmentation potential",8.51063829787234,32,0
"323","Food servers, nonrestaurant",43,52,45,29,14,26,12,28.5,221,67.4,70.9,18.2,7.5,27.7,139,693,"35-3041","Food Servers, Nonrestaurant",5212,"Street food salespersons","Street Food Salespersons","Service and sales workers","Street food salespersons",0.18,"Very low",0.11,"Other occupations",17.1945701357466,18,0
"324","Food servers, nonrestaurant",43,52,45,29,14,26,12,28.5,221,67.4,70.9,18.2,7.5,27.7,139,693,"35-3041","Food Servers, Nonrestaurant",5131,"Waiters","Waiters","Service and sales workers","Waiters",0.32,"Low",0.26,"Augmentation potential",17.1945701357466,32,0
"325","Dining room and cafeteria attendants and bartender helpers",77,46,42,40,29,29,12,29,274,43.8,75.4,15,3.7,35.2,119,691,"35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers",5246,"Food service counter attendants","Food Service Counter Attendants","Service and sales workers","Food service counter attendants",0.19,"Very low",0.23,"Other occupations",14.9090909090909,19,0
"326","Dining room and cafeteria attendants and bartender helpers",77,46,42,40,29,29,12,29,274,43.8,75.4,15,3.7,35.2,119,691,"35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers",9412,"Kitchen helpers","Kitchen Helpers","Elementary occupations","Kitchen helpers",0.08,"Very low",0.03,"Other occupations",14.9090909090909,8,0
